Date,flow,average temperature (C),precipitation,ET [kg/m^2/8day]
2003-10-01,474.0,23.14108185325922,10.891028115247662,371.94052772812495
2003-10-02,533.0,23.123809140350588,4.012595579222188,370.0876842221447
2003-10-03,574.0,23.10653642744196,19.53701342061657,368.2348407161644
2003-10-04,472.0,23.08926371453333,1.101039609899955,366.38199721018407
2003-10-05,439.0,23.071991001624703,1.0869836079235498,364.5291537042038
2003-10-06,473.0,23.054718288716074,2.000105115778064,362.6763101982235
2003-10-07,453.0,23.037445575807443,15.636153667176655,360.8234666922432
2003-10-08,512.0,23.02017286289881,12.099740221765517,358.97062318626297
2003-10-09,550.0,23.05749363090708,1.2101048571880633,353.54289640190046
2003-10-10,501.0,23.09481439891535,0.2747870367051019,348.115169617538
2003-10-11,475.0,23.132135166923614,0.0,342.6874428331754
2003-10-12,450.0,23.16945593493189,2.1545254132279354,337.2597160488129
2003-10-13,447.0,23.20677670294016,35.09477748811139,331.8319892644504
2003-10-14,447.0,23.244097470948425,15.90775073941428,326.4042624800878
2003-10-15,399.0,23.281418238956693,2.406058745051244,320.9765356957253
2003-10-16,377.0,23.31873900696496,9.245940282280758,315.5488089113628
2003-10-17,352.0,23.39149135414855,1.415393558605196,323.18683703630904
2003-10-18,345.0,23.46424370133214,2.2552262568521373,330.8248651612553
2003-10-19,332.0,23.53699604851573,9.722950629814006,338.4628932862016
2003-10-20,356.0,23.60974839569932,19.509771106852195,346.1009214111478
2003-10-21,417.0,23.682500742882908,11.083287866986376,353.738949536094
2003-10-22,390.0,23.7552530900665,3.3389701428496426,361.3769776610403
2003-10-23,361.0,23.82800543725009,12.785210749613826,369.01500578598655
2003-10-24,330.0,23.90075778443368,6.103366297778025,376.6530339109328
2003-10-25,314.0,23.831221273228973,0.0,372.0475148081771
2003-10-26,300.0,23.76168476202427,0.0,367.4419957054214
2003-10-27,283.0,23.692148250819564,0.0,362.8364766026657
2003-10-28,298.0,23.62261173961486,0.0,358.23095749991
2003-10-29,333.0,23.553075228410155,2.816228422254258,353.6254383971544
2003-10-30,401.0,23.483538717205448,0.0,349.0199192943987
2003-10-31,396.0,23.414002206000745,11.614636665340912,344.414400191643
2003-11-01,378.0,23.34446569479604,7.873245626497706,339.8088810888873
2003-11-02,346.0,23.33374412106637,0.9785793244047608,336.3546450120988
2003-11-03,325.0,23.323022547336716,0.0,332.9004089353102
2003-11-04,312.0,23.312300973607048,0.0,329.44617285852166
2003-11-05,296.0,23.301579399877383,0.0,325.9919367817331
2003-11-06,291.0,23.29085782614772,0.0,322.53770070494454
2003-11-07,287.0,23.280136252418057,0.0,319.083464628156
2003-11-08,287.0,23.2694146786884,0.0,315.6292285513675
2003-11-09,285.0,23.25869310495873,0.0,312.1749924745789
2003-11-10,282.0,23.10131467666334,0.0017040743266695,306.8022443220364
2003-11-11,280.0,22.943936248367944,0.0,301.4294961694938
2003-11-12,272.0,22.786557820072552,2.372547279055816,296.05674801695125
2003-11-13,262.0,22.62917939177716,0.0681518480516444,290.6839998644087
2003-11-14,257.0,22.471800963481765,0.0,285.31125171186613
2003-11-15,250.0,22.31442253518637,0.0,279.9385035593236
2003-11-16,247.0,22.15704410689098,0.0,274.565755406781
2003-11-17,243.0,21.999665678595587,0.0,269.19300725423847
2003-11-18,240.0,22.052953403306145,0.0,268.89148456688866
2003-11-19,238.0,22.106241128016705,0.0,268.58996187953886
2003-11-20,236.0,22.159528852727263,0.0,268.28843919218906
2003-11-21,235.0,22.21281657743782,0.0,267.98691650483926
2003-11-22,233.0,22.26610430214838,0.0,267.68539381748946
2003-11-23,233.0,22.31939202685894,0.0,267.38387113013965
2003-11-24,231.0,22.3726797515695,0.093036018113345,267.08234844278985
2003-11-25,231.0,22.425967476280057,0.5276068477094741,266.78082575544005
2003-11-26,229.0,22.27710134962189,0.0,263.8196378618127
2003-11-27,229.0,22.12823522296373,0.1895530634951607,260.8584499681853
2003-11-28,229.0,21.97936909630557,0.0109630615648331,257.897262074558
2003-11-29,228.0,21.83050296964741,6.475449803872227,254.93607418093063
2003-11-30,228.0,21.68163684298925,1.2100995823565703,251.9748862873033
2003-12-01,228.0,21.53277071633109,0.0,249.0136983936759
2003-12-02,226.0,21.383904589672923,0.0,246.05251050004856
2003-12-03,222.0,21.23503846301476,0.1474260353153189,243.0913226064212
2003-12-04,219.0,21.24291574672233,0.0,239.33953745185855
2003-12-05,215.0,21.2507930304299,0.0,235.587752297296
2003-12-06,212.0,21.25867031413747,0.0,231.83596714273335
2003-12-07,212.0,21.26654759784504,0.0,228.0841819881708
2003-12-08,209.0,21.27442488155261,0.004645945394215,224.33239683360816
2003-12-09,205.0,21.282302165260177,0.2139941282937568,220.58061167904555
2003-12-10,200.0,21.29017944896775,0.0,216.82882652448296
2003-12-11,196.0,21.29805673267532,0.1729686945202666,213.07704136992035
2003-12-12,191.0,21.451416238363077,0.0303581046782884,209.9904176055794
2003-12-13,186.0,21.604775744050837,0.0,206.90379384123844
2003-12-14,183.0,21.75813524973859,0.0,203.81717007689747
